State,Date,Total,Category
Iowa,7/2/2021,"  64,829,760 ",Beverages
Kansas,7/2/2021,"  51,903,922 ",Beverages
Kentucky,7/2/2021,"  98,295,922 ",Beverages
Louisiana,7/2/2021,"  103,625,081 ",Beverages
Maine,7/2/2021,"  26,379,036 ",Beverages
Maryland,7/2/2021,"  91,691,006 ",Beverages
Massachusetts,7/2/2021,"  105,261,774 ",Beverages
Michigan,7/2/2021,"  167,159,465 ",Beverages
Minnesota,7/2/2021,"  90,126,133 ",Beverages
Mississippi,7/2/2021,"  73,886,810 ",Beverages
Missouri,7/2/2021,"  109,879,804 ",Beverages
Nebraska,7/2/2021,"  35,814,513 ",Beverages
Nevada,7/2/2021,"  57,507,947 ",Beverages
New Hampshire,7/2/2021,"  32,211,005 ",Beverages
New Mexico,7/2/2021,"  40,691,767 ",Beverages
New York,7/2/2021,"  252,825,598 ",Beverages
North Carolina,7/2/2021,"  197,921,622 ",Beverages
Ohio,7/2/2021,"  208,721,327 ",Beverages
Oklahoma,7/2/2021,"  84,110,542 ",Beverages
Oregon,7/2/2021,"  66,162,742 ",Beverages
Pennsylvania,7/2/2021,"  206,907,756 ",Beverages
Rhode Island,7/2/2021,"  15,657,542 ",Beverages
South Carolina,7/2/2021,"  105,642,956 ",Beverages
South Dakota,7/2/2021,"  15,619,897 ",Beverages
Tennessee,7/2/2021,"  144,564,282 ",Beverages
Texas,7/2/2021,"  508,609,493 ",Beverages
Utah,7/2/2021,"  47,941,986 ",Beverages
Vermont,7/2/2021,"  10,992,666 ",Beverages
Virginia,7/2/2021,"  160,563,408 ",Beverages
Washington,7/2/2021,"  109,182,532 ",Beverages
West Virginia,7/2/2021,"  42,616,214 ",Beverages
Wisconsin,7/2/2021,"  89,954,240 ",Beverages
Wyoming,7/2/2021,"  12,460,755 ",Beverages
Alabama,7/3/2021,"  126,283,023 ",Beverages
Arizona,7/3/2021,"  136,194,918 ",Beverages
Arkansas,7/3/2021,"  67,470,845 ",Beverages
California,7/3/2021,"  538,794,933 ",Beverages
Colorado,7/3/2021,"  110,131,176 ",Beverages
Connecticut,7/3/2021,"  55,369,443 ",Beverages
Florida,7/3/2021,"  451,704,204 ",Beverages
Georgia,7/3/2021,"  229,526,110 ",Beverages
Illinois,7/3/2021,"  194,041,117 ",Beverages
Indiana,7/3/2021,"  134,629,998 ",Beverages
Iowa,7/3/2021,"  70,225,990 ",Beverages
Kansas,7/3/2021,"  54,781,179 ",Beverages
Kentucky,7/3/2021,"  105,832,542 ",Beverages
Louisiana,7/3/2021,"  110,243,755 ",Beverages
Maine,7/3/2021,"  27,970,334 ",Beverages
Maryland,7/3/2021,"  98,503,358 ",Beverages
Massachusetts,7/3/2021,"  112,113,204 ",Beverages
Michigan,7/3/2021,"  176,250,345 ",Beverages
Minnesota,7/3/2021,"  93,828,613 ",Beverages
Mississippi,7/3/2021,"  77,050,481 ",Beverages
Missouri,7/3/2021,"  118,309,710 ",Beverages
Nebraska,7/3/2021,"  39,001,062 ",Beverages
Nevada,7/3/2021,"  63,998,928 ",Beverages
New Hampshire,7/3/2021,"  34,198,378 ",Beverages
New Mexico,7/3/2021,"  43,224,896 ",Beverages
New York,7/3/2021,"  265,880,962 ",Beverages
North Carolina,7/3/2021,"  213,801,184 ",Beverages
Ohio,7/3/2021,"  225,933,533 ",Beverages
Oklahoma,7/3/2021,"  90,099,344 ",Beverages
Oregon,7/3/2021,"  70,618,337 ",Beverages
Pennsylvania,7/3/2021,"  218,227,304 ",Beverages
Rhode Island,7/3/2021,"  16,310,885 ",Beverages
South Carolina,7/3/2021,"  112,826,155 ",Beverages
South Dakota,7/3/2021,"  17,167,338 ",Beverages
Tennessee,7/3/2021,"  157,927,424 ",Beverages
Texas,7/3/2021,"  547,202,849 ",Beverages
Utah,7/3/2021,"  53,313,224 ",Beverages
Vermont,7/3/2021,"  11,517,988 ",Beverages
Virginia,7/3/2021,"  174,612,377 ",Beverages
Washington,7/3/2021,"  116,941,150 ",Beverages
West Virginia,7/3/2021,"  45,879,562 ",Beverages
Wisconsin,7/3/2021,"  95,380,231 ",Beverages
Wyoming,7/3/2021,"  13,776,276 ",Beverages
Alabama,7/11/2021,"  184,678,477 ",Beverages
Arizona,7/11/2021,"  201,120,667 ",Beverages
Arkansas,7/11/2021,"  98,227,444 ",Beverages
California,7/11/2021,"  783,320,346 ",Beverages
Colorado,7/11/2021,"  156,696,702 ",Beverages
Connecticut,7/11/2021,"  81,651,391 ",Beverages
Florida,7/11/2021,"  626,921,179 ",Beverages
Georgia,7/11/2021,"  336,660,309 ",Beverages
Illinois,7/11/2021,"  281,852,380 ",Beverages
Indiana,7/11/2021,"  195,899,422 ",Beverages
Iowa,7/11/2021,"  103,094,970 ",Beverages
Kansas,7/11/2021,"  79,954,985 ",Beverages
Kentucky,7/11/2021,"  154,353,903 ",Beverages
Louisiana,7/11/2021,"  163,231,952 ",Beverages
Maine,7/11/2021,"  41,105,433 ",Beverages
Maryland,7/11/2021,"  143,534,790 ",Beverages
Massachusetts,7/11/2021,"  164,369,047 ",Beverages
Michigan,7/11/2021,"  262,312,014 ",Beverages
Minnesota,7/11/2021,"  139,426,569 ",Beverages
Mississippi,7/11/2021,"  81,938,578 ",Beverages
Missouri,7/11/2021,"  173,301,229 ",Beverages
Nebraska,7/11/2021,"  38,952,596 ",Beverages
Nevada,7/11/2021,"  92,345,973 ",Beverages
New Hampshire,7/11/2021,"  49,261,485 ",Beverages
New Mexico,7/11/2021,"  62,953,004 ",Beverages
New York,7/11/2021,"  387,419,582 ",Beverages
North Carolina,7/11/2021,"  314,989,401 ",Beverages
Ohio,7/11/2021,"  330,215,048 ",Beverages
Oklahoma,7/11/2021,"  133,270,330 ",Beverages
Oregon,7/11/2021,"  101,452,515 ",Beverages
Pennsylvania,7/11/2021,"  325,928,183 ",Beverages
Rhode Island,7/11/2021,"  23,698,831 ",Beverages
South Carolina,7/11/2021,"  166,607,824 ",Beverages
South Dakota,7/11/2021,"  25,141,437 ",Beverages
Tennessee,7/11/2021,"  230,197,587 ",Beverages
Texas,7/11/2021,"  798,078,686 ",Beverages
Utah,7/11/2021,"  73,559,787 ",Beverages
Vermont,7/11/2021,"  16,450,799 ",Beverages
Virginia,7/11/2021,"  254,210,851 ",Beverages
Washington,7/11/2021,"  164,199,928 ",Beverages
West Virginia,7/11/2021,"  67,251,490 ",Beverages
Wisconsin,7/11/2021,"  140,427,908 ",Beverages
Wyoming,7/11/2021,"  19,442,598 ",Beverages
Alabama,8/8/2021,"  151,796,623 ",Beverages
Arizona,8/8/2021,"  154,347,015 ",Beverages
Arkansas,8/8/2021,"  76,788,500 ",Beverages
California,8/8/2021,"  611,364,709 ",Beverages
Colorado,8/8/2021,"  126,279,291 ",Beverages
Connecticut,8/8/2021,"  64,615,188 ",Beverages
Florida,8/8/2021,"  460,012,877 ",Beverages
Georgia,8/8/2021,"  270,212,454 ",Beverages
Illinois,8/8/2021,"  215,452,540 ",Beverages
Indiana,8/8/2021,"  150,564,393 ",Beverages
Iowa,8/8/2021,"  80,043,512 ",Beverages
Kansas,8/8/2021,"  61,015,142 ",Beverages
Kentucky,8/8/2021,"  119,557,385 ",Beverages
Louisiana,8/8/2021,"  128,188,335 ",Beverages
Maine,8/8/2021,"  36,088,447 ",Beverages
Maryland,8/8/2021,"  109,789,879 ",Beverages
Massachusetts,8/8/2021,"  131,700,960 ",Beverages
Michigan,8/8/2021,"  203,345,533 ",Beverages
Minnesota,8/8/2021,"  107,412,088 ",Beverages
Mississippi,8/8/2021,"  90,401,766 ",Beverages
Missouri,8/8/2021,"  132,526,729 ",Beverages
Nebraska,8/8/2021,"  42,169,856 ",Beverages
Nevada,8/8/2021,"  72,793,873 ",Beverages
New Hampshire,8/8/2021,"  40,625,628 ",Beverages
New Mexico,8/8/2021,"  50,324,064 ",Beverages
New York,8/8/2021,"  303,039,915 ",Beverages
North Carolina,8/8/2021,"  250,510,025 ",Beverages
Ohio,8/8/2021,"  257,301,256 ",Beverages
Oklahoma,8/8/2021,"  102,015,570 ",Beverages
Oregon,8/8/2021,"  85,425,512 ",Beverages
Pennsylvania,8/8/2021,"  248,997,322 ",Beverages
Rhode Island,8/8/2021,"  19,610,358 ",Beverages
South Carolina,8/8/2021,"  132,733,260 ",Beverages
South Dakota,8/8/2021,"  22,216,319 ",Beverages
Tennessee,8/8/2021,"  183,553,300 ",Beverages
Texas,8/8/2021,"  628,737,508 ",Beverages
Utah,8/8/2021,"  59,329,981 ",Beverages
Vermont,8/8/2021,"  13,735,041 ",Beverages
Virginia,8/8/2021,"  194,229,805 ",Beverages
Washington,8/8/2021,"  136,393,049 ",Beverages
West Virginia,8/8/2021,"  51,784,540 ",Beverages
Wisconsin,8/8/2021,"  108,184,148 ",Beverages
Wyoming,8/8/2021,"  17,021,149 ",Beverages
Alabama,9/5/2021,"  136,554,064 ",Beverages
Arizona,9/5/2021,"  152,933,491 ",Beverages
Arkansas,9/5/2021,"  71,602,056 ",Beverages
California,9/5/2021,"  576,813,823 ",Beverages
Colorado,9/5/2021,"  112,816,691 ",Beverages
Connecticut,9/5/2021,"  58,135,893 ",Beverages
Florida,9/5/2021,"  463,060,774 ",Beverages
Georgia,9/5/2021,"  249,585,217 ",Beverages
Illinois,9/5/2021,"  203,636,305 ",Beverages
Indiana,9/5/2021,"  143,864,880 ",Beverages
Iowa,9/5/2021,"  76,275,585 ",Beverages
Kansas,9/5/2021,"  58,628,492 ",Beverages
Kentucky,9/5/2021,"  112,626,698 ",Beverages
Louisiana,9/5/2021,"  119,514,121 ",Beverages
Maine,9/5/2021,"  29,339,259 ",Beverages
Maryland,9/5/2021,"  102,307,391 ",Beverages
Massachusetts,9/5/2021,"  115,952,141 ",Beverages
Michigan,9/5/2021,"  189,621,245 ",Beverages
Minnesota,9/5/2021,"  105,321,958 ",Beverages
Mississippi,9/5/2021,"  83,166,644 ",Beverages
Missouri,9/5/2021,"  127,252,315 ",Beverages
Nebraska,9/5/2021,"  40,469,218 ",Beverages
Nevada,9/5/2021,"  68,671,167 ",Beverages
New Hampshire,9/5/2021,"  36,528,984 ",Beverages
New Mexico,9/5/2021,"  48,904,959 ",Beverages
New York,9/5/2021,"  274,095,648 ",Beverages
North Carolina,9/5/2021,"  232,823,526 ",Beverages
Ohio,9/5/2021,"  239,651,791 ",Beverages
Oklahoma,9/5/2021,"  96,078,346 ",Beverages
Oregon,9/5/2021,"  80,320,038 ",Beverages
Pennsylvania,9/5/2021,"  231,070,674 ",Beverages
Rhode Island,9/5/2021,"  17,442,900 ",Beverages
South Carolina,9/5/2021,"  125,587,920 ",Beverages
South Dakota,9/5/2021,"  18,081,148 ",Beverages
Tennessee,9/5/2021,"  166,121,632 ",Beverages
Texas,9/5/2021,"  585,712,658 ",Beverages
Utah,9/5/2021,"  57,583,432 ",Beverages
Vermont,9/5/2021,"  11,994,926 ",Beverages
Virginia,9/5/2021,"  187,731,621 ",Beverages
Washington,9/5/2021,"  130,700,689 ",Beverages
West Virginia,9/5/2021,"  49,087,005 ",Beverages
Wisconsin,9/5/2021,"  106,201,021 ",Beverages
Wyoming,9/5/2021,"  14,375,411 ",Beverages
Alabama,10/1/2021,"  117,780,959 ",Beverages
Arizona,10/1/2021,"  121,976,001 ",Beverages
Arkansas,10/1/2021,"  62,054,714 ",Beverages
California,10/1/2021,"  478,632,113 ",Beverages
Colorado,10/1/2021,"  99,984,581 ",Beverages
Connecticut,10/1/2021,"  50,935,534 ",Beverages
Florida,10/1/2021,"  402,837,256 ",Beverages
Georgia,10/1/2021,"  214,363,912 ",Beverages
Illinois,10/1/2021,"  179,843,016 ",Beverages
Indiana,10/1/2021,"  123,636,113 ",Beverages
Iowa,10/1/2021,"  63,759,010 ",Beverages
Kansas,10/1/2021,"  50,589,576 ",Beverages
Kentucky,10/1/2021,"  97,469,454 ",Beverages
Louisiana,10/1/2021,"  103,409,390 ",Beverages
Maine,10/1/2021,"  26,118,467 ",Beverages
Maryland,10/1/2021,"  91,814,739 ",Beverages
Massachusetts,10/1/2021,"  101,930,997 ",Beverages
Michigan,10/1/2021,"  168,509,581 ",Beverages
Minnesota,10/1/2021,"  89,294,777 ",Beverages
Mississippi,10/1/2021,"  74,935,324 ",Beverages
Missouri,10/1/2021,"  108,211,246 ",Beverages
Nebraska,10/1/2021,"  34,739,030 ",Beverages
Nevada,10/1/2021,"  56,092,416 ",Beverages
New Hampshire,10/1/2021,"  31,496,746 ",Beverages
New Mexico,10/1/2021,"  39,597,266 ",Beverages
New York,10/1/2021,"  250,105,857 ",Beverages
North Carolina,10/1/2021,"  198,023,453 ",Beverages
Ohio,10/1/2021,"  206,010,975 ",Beverages
Oklahoma,10/1/2021,"  82,319,646 ",Beverages
Oregon,10/1/2021,"  64,053,360 ",Beverages
Pennsylvania,10/1/2021,"  203,602,343 ",Beverages
Rhode Island,10/1/2021,"  14,421,115 ",Beverages
South Carolina,10/1/2021,"  105,420,670 ",Beverages
South Dakota,10/1/2021,"  15,912,125 ",Beverages
Tennessee,10/1/2021,"  145,534,816 ",Beverages
Texas,10/1/2021,"  495,592,761 ",Beverages
Utah,10/1/2021,"  45,720,490 ",Beverages
Vermont,10/1/2021,"  10,942,796 ",Beverages
Virginia,10/1/2021,"  158,932,759 ",Beverages
Washington,10/1/2021,"  109,823,465 ",Beverages
West Virginia,10/1/2021,"  43,127,643 ",Beverages
Wisconsin,10/1/2021,"  88,958,125 ",Beverages
Wyoming,10/1/2021,"  12,464,569 ",Beverages
Alabama,10/10/2021,"  198,855,812 ",Beverages
Arizona,10/10/2021,"  201,963,815 ",Beverages
Arkansas,10/10/2021,"  104,309,748 ",Beverages
California,10/10/2021,"  815,989,724 ",Beverages
Colorado,10/10/2021,"  163,295,548 ",Beverages
Connecticut,10/10/2021,"  83,490,394 ",Beverages
Florida,10/10/2021,"  658,073,956 ",Beverages
Georgia,10/10/2021,"  356,385,301 ",Beverages
Illinois,10/10/2021,"  295,098,248 ",Beverages
Indiana,10/10/2021,"  204,222,463 ",Beverages
Iowa,10/10/2021,"  106,932,039 ",Beverages
Kansas,10/10/2021,"  84,206,741 ",Beverages
Kentucky,10/10/2021,"  160,624,310 ",Beverages
Louisiana,10/10/2021,"  177,059,756 ",Beverages
Maine,10/10/2021,"  43,838,076 ",Beverages
Maryland,10/10/2021,"  151,554,136 ",Beverages
Massachusetts,10/10/2021,"  168,719,601 ",Beverages
Michigan,10/10/2021,"  272,107,322 ",Beverages
Minnesota,10/10/2021,"  142,365,708 ",Beverages
Mississippi,10/10/2021,"  84,218,998 ",Beverages
Missouri,10/10/2021,"  180,974,727 ",Beverages
Nebraska,10/10/2021,"  40,690,471 ",Beverages
Nevada,10/10/2021,"  94,869,756 ",Beverages
New Hampshire,10/10/2021,"  51,298,673 ",Beverages
New Mexico,10/10/2021,"  66,629,753 ",Beverages
New York,10/10/2021,"  403,148,965 ",Beverages
North Carolina,10/10/2021,"  329,225,663 ",Beverages
Ohio,10/10/2021,"  347,613,232 ",Beverages
Oklahoma,10/10/2021,"  138,432,304 ",Beverages
Oregon,10/10/2021,"  105,944,044 ",Beverages
Pennsylvania,10/10/2021,"  339,686,180 ",Beverages
Rhode Island,10/10/2021,"  23,868,671 ",Beverages
South Carolina,10/10/2021,"  176,599,858 ",Beverages
South Dakota,10/10/2021,"  26,411,019 ",Beverages
Tennessee,10/10/2021,"  239,728,177 ",Beverages
Texas,10/10/2021,"  860,378,788 ",Beverages
Utah,10/10/2021,"  75,874,141 ",Beverages
Vermont,10/10/2021,"  17,238,409 ",Beverages
Virginia,10/10/2021,"  264,267,113 ",Beverages
Washington,10/10/2021,"  170,162,893 ",Beverages
West Virginia,10/10/2021,"  70,399,280 ",Beverages
Wisconsin,10/10/2021,"  144,063,095 ",Beverages
Wyoming,10/10/2021,"  20,630,874 ",Beverages
Alabama,11/4/2021,"  126,097,509 ",Beverages
Arizona,11/4/2021,"  138,011,956 ",Beverages
Arkansas,11/4/2021,"  68,454,423 ",Beverages
California,11/4/2021,"  508,801,549 ",Beverages
Colorado,11/4/2021,"  107,102,293 ",Beverages
Connecticut,11/4/2021,"  54,576,849 ",Beverages
Florida,11/4/2021,"  431,834,953 ",Beverages
Georgia,11/4/2021,"  230,404,565 ",Beverages
Illinois,11/4/2021,"  197,492,725 ",Beverages
Indiana,11/4/2021,"  136,162,877 ",Beverages
Iowa,11/4/2021,"  70,719,000 ",Beverages
Kansas,11/4/2021,"  56,348,860 ",Beverages
Kentucky,11/4/2021,"  110,300,930 ",Beverages
Louisiana,11/4/2021,"  109,647,914 ",Beverages
Maine,11/4/2021,"  27,250,032 ",Beverages
Maryland,11/4/2021,"  99,364,240 ",Beverages
Massachusetts,11/4/2021,"  110,485,619 ",Beverages
Michigan,11/4/2021,"  177,152,745 ",Beverages
Minnesota,11/4/2021,"  95,832,544 ",Beverages
Mississippi,11/4/2021,"  75,948,633 ",Beverages
Missouri,11/4/2021,"  121,180,874 ",Beverages
Nebraska,11/4/2021,"  39,110,189 ",Beverages
Nevada,11/4/2021,"  62,246,843 ",Beverages
New Hampshire,11/4/2021,"  33,666,213 ",Beverages
New Mexico,11/4/2021,"  44,895,903 ",Beverages
New York,11/4/2021,"  263,431,940 ",Beverages
North Carolina,11/4/2021,"  227,854,030 ",Beverages
Ohio,11/4/2021,"  228,406,975 ",Beverages
Oklahoma,11/4/2021,"  90,326,404 ",Beverages
Oregon,11/4/2021,"  73,834,808 ",Beverages
Pennsylvania,11/4/2021,"  218,655,025 ",Beverages
Rhode Island,11/4/2021,"  16,436,425 ",Beverages
South Carolina,11/4/2021,"  120,645,103 ",Beverages
South Dakota,11/4/2021,"  17,329,849 ",Beverages
Tennessee,11/4/2021,"  163,283,813 ",Beverages
Texas,11/4/2021,"  542,908,686 ",Beverages
Utah,11/4/2021,"  52,299,183 ",Beverages
Vermont,11/4/2021,"  11,243,964 ",Beverages
Virginia,11/4/2021,"  180,011,223 ",Beverages
Washington,11/4/2021,"  118,476,152 ",Beverages
West Virginia,11/4/2021,"  48,967,242 ",Beverages
Wisconsin,11/4/2021,"  97,690,434 ",Beverages
Wyoming,11/4/2021,"  13,322,350 ",Beverages
Alabama,11/7/2021,"  137,692,247 ",Beverages
Arizona,11/7/2021,"  150,801,486 ",Beverages
Arkansas,11/7/2021,"  76,636,654 ",Beverages
California,11/7/2021,"  612,497,091 ",Beverages
Colorado,11/7/2021,"  127,485,651 ",Beverages
Connecticut,11/7/2021,"  60,408,636 ",Beverages
Florida,11/7/2021,"  445,551,996 ",Beverages
Georgia,11/7/2021,"  252,953,400 ",Beverages
Illinois,11/7/2021,"  215,153,860 ",Beverages
Indiana,11/7/2021,"  153,095,084 ",Beverages
Iowa,11/7/2021,"  79,246,251 ",Beverages
Kansas,11/7/2021,"  61,453,800 ",Beverages
Kentucky,11/7/2021,"  118,579,601 ",Beverages
Louisiana,11/7/2021,"  117,870,621 ",Beverages
Maine,11/7/2021,"  33,697,577 ",Beverages
Maryland,11/7/2021,"  114,821,638 ",Beverages
Massachusetts,11/7/2021,"  123,103,940 ",Beverages
Michigan,11/7/2021,"  211,704,347 ",Beverages
Minnesota,11/7/2021,"  106,159,315 ",Beverages
Mississippi,11/7/2021,"  83,019,370 ",Beverages
Missouri,11/7/2021,"  136,230,611 ",Beverages
Nebraska,11/7/2021,"  42,179,838 ",Beverages
Nevada,11/7/2021,"  73,101,283 ",Beverages
New Hampshire,11/7/2021,"  39,438,284 ",Beverages
New Mexico,11/7/2021,"  50,161,187 ",Beverages
New York,11/7/2021,"  302,761,906 ",Beverages
North Carolina,11/7/2021,"  243,558,258 ",Beverages
Ohio,11/7/2021,"  258,660,829 ",Beverages
Oklahoma,11/7/2021,"  98,249,579 ",Beverages
Oregon,11/7/2021,"  83,128,994 ",Beverages
Pennsylvania,11/7/2021,"  250,707,017 ",Beverages
Rhode Island,11/7/2021,"  18,920,025 ",Beverages
South Carolina,11/7/2021,"  132,319,092 ",Beverages
South Dakota,11/7/2021,"  20,854,708 ",Beverages
Tennessee,11/7/2021,"  176,818,979 ",Beverages
Texas,11/7/2021,"  604,727,977 ",Beverages
Utah,11/7/2021,"  60,579,076 ",Beverages
Vermont,11/7/2021,"  13,843,774 ",Beverages
Virginia,11/7/2021,"  199,497,004 ",Beverages
Washington,11/7/2021,"  132,607,061 ",Beverages
West Virginia,11/7/2021,"  51,681,309 ",Beverages
Wisconsin,11/7/2021,"  110,894,630 ",Beverages
Wyoming,11/7/2021,"  16,955,935 ",Beverages
Alabama,12/9/2021,"  142,022,733 ",Beverages
Arizona,12/9/2021,"  149,966,653 ",Beverages
Arkansas,12/9/2021,"  76,970,529 ",Beverages
California,12/9/2021,"  602,636,475 ",Beverages
Colorado,12/9/2021,"  117,995,179 ",Beverages
Connecticut,12/9/2021,"  58,979,019 ",Beverages
Florida,12/9/2021,"  434,420,849 ",Beverages
Georgia,12/9/2021,"  256,028,112 ",Beverages
Illinois,12/9/2021,"  203,910,158 ",Beverages
Indiana,12/9/2021,"  146,855,493 ",Beverages
Iowa,12/9/2021,"  73,285,694 ",Beverages
Kansas,12/9/2021,"  58,019,746 ",Beverages
Kentucky,12/9/2021,"  115,777,033 ",Beverages
Louisiana,12/9/2021,"  121,134,945 ",Beverages
Maine,12/9/2021,"  31,746,175 ",Beverages
Maryland,12/9/2021,"  107,980,698 ",Beverages
Massachusetts,12/9/2021,"  122,654,220 ",Beverages
Michigan,12/9/2021,"  190,209,866 ",Beverages
Minnesota,12/9/2021,"  98,946,363 ",Beverages
Mississippi,12/9/2021,"  87,545,104 ",Beverages
Missouri,12/9/2021,"  129,961,771 ",Beverages
Nebraska,12/9/2021,"  39,638,236 ",Beverages
Nevada,12/9/2021,"  70,009,887 ",Beverages
New Hampshire,12/9/2021,"  37,586,040 ",Beverages
New Mexico,12/9/2021,"  47,013,547 ",Beverages
New York,12/9/2021,"  286,048,551 ",Beverages
North Carolina,12/9/2021,"  237,152,612 ",Beverages
Ohio,12/9/2021,"  244,404,075 ",Beverages
Oklahoma,12/9/2021,"  98,084,759 ",Beverages
Oregon,12/9/2021,"  80,871,146 ",Beverages
Pennsylvania,12/9/2021,"  240,001,312 ",Beverages
Rhode Island,12/9/2021,"  17,732,145 ",Beverages
South Carolina,12/9/2021,"  130,647,182 ",Beverages
South Dakota,12/9/2021,"  18,873,970 ",Beverages
Tennessee,12/9/2021,"  177,280,304 ",Beverages
Texas,12/9/2021,"  605,811,949 ",Beverages
Utah,12/9/2021,"  56,620,332 ",Beverages
Vermont,12/9/2021,"  12,307,859 ",Beverages
Virginia,12/9/2021,"  188,586,877 ",Beverages
Washington,12/9/2021,"  129,432,392 ",Beverages
West Virginia,12/9/2021,"  49,584,877 ",Beverages
Wisconsin,12/9/2021,"  101,391,587 ",Beverages
Wyoming,12/9/2021,"  14,814,966 ",Beverages
Alabama,12/12/2021,"  182,041,354 ",Beverages
Arizona,12/12/2021,"  187,993,597 ",Beverages
Arkansas,12/12/2021,"  96,826,619 ",Beverages
California,12/12/2021,"  755,743,320 ",Beverages
Colorado,12/12/2021,"  158,281,659 ",Beverages
Connecticut,12/12/2021,"  80,338,614 ",Beverages
Florida,12/12/2021,"  621,894,064 ",Beverages
Georgia,12/12/2021,"  333,122,176 ",Beverages
Illinois,12/12/2021,"  287,001,795 ",Beverages
Indiana,12/12/2021,"  198,276,752 ",Beverages
Iowa,12/12/2021,"  102,182,784 ",Beverages
Kansas,12/12/2021,"  80,608,216 ",Beverages
Kentucky,12/12/2021,"  153,606,722 ",Beverages
Louisiana,12/12/2021,"  159,058,610 ",Beverages
Maine,12/12/2021,"  41,096,061 ",Beverages
Maryland,12/12/2021,"  146,342,295 ",Beverages
Massachusetts,12/12/2021,"  164,054,126 ",Beverages
Michigan,12/12/2021,"  263,995,027 ",Beverages
Minnesota,12/12/2021,"  143,149,995 ",Beverages
Mississippi,12/12/2021,"  77,581,164 ",Beverages
Missouri,12/12/2021,"  172,977,942 ",Beverages
Nebraska,12/12/2021,"  38,259,833 ",Beverages
Nevada,12/12/2021,"  87,269,917 ",Beverages
New Hampshire,12/12/2021,"  49,313,003 ",Beverages
New Mexico,12/12/2021,"  61,694,362 ",Beverages
New York,12/12/2021,"  389,500,262 ",Beverages
North Carolina,12/12/2021,"  304,892,072 ",Beverages
Ohio,12/12/2021,"  329,606,167 ",Beverages
Oklahoma,12/12/2021,"  128,121,755 ",Beverages
Oregon,12/12/2021,"  100,207,545 ",Beverages
Pennsylvania,12/12/2021,"  331,752,966 ",Beverages
Rhode Island,12/12/2021,"  23,300,978 ",Beverages
South Carolina,12/12/2021,"  162,995,925 ",Beverages
